source,TIME,HELMET_RAW,BELT_ACC_X,BELT_ACC_Y,BELT_ACC_Z,BELT_ANG_X,BELT_ANG_Y,BELT_ANG_Z,BELT_LUMINOSITY,NECK_ACC_X,NECK_ACC_Y,NECK_ACC_Z,NECK_ANG_X,NECK_ANG_Y,NECK_ANG_Z,NECK_LUMINOSITY,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z,PCKT_ANG_X,PCKT_ANG_Y,PCKT_ANG_Z,PCKT_LUMINOSITY,WRST_ACC_X,WRST_ACC_Y,WRST_ACC_Z,WRST_ANG_X,WRST_ANG_Y,WRST_ANG_Z,WRST_LUMINOSITY,IR_1,IR_2,IR_3,IR_4
S01_A11_T03.csv,5/24/18 12:34,375.8,0.0615125,0.0691625,1.0327875,0.617625,0.672,0.3355,918.979,-0.8424,-0.2032,-0.53765,-9.778,-20.008375,10.92825,63.751,-0.0961,0.00686,1.0918,-0.483333333,-0.9,-0.099833333,3.744,0.108966667,-0.4828,0.890616667,0.467666667,0.416833333,-0.172833333,755.77975,1,1,1,0
S01_A11_T03.csv,5/24/18 12:34,208.9,0.067822222,0.070255556,1.033488889,0.769875,-0.210125,0.297375,918.979,-0.89684,-0.11482,-0.4859,-3.223222222,-1.905555556,48.89111111,65.434,-0.0971,0.006785714,1.090728571,-0.431666667,-0.91,-0.27,3.7488,0.108325,-0.48245,0.890125,0.636142857,0.514142857,-0.156857143,756.148,1,1,1,0
S01_A11_T03.csv,5/24/18 12:34,236.4,0.0671,0.0689,1.0303375,0.569333333,1.199333333,0.508333333,918.979,-0.93524,-0.01954,-0.46682,-8.353222222,-2.267,-0.487777778,65.434,-0.096516667,0.0066,1.090266667,-0.641428571,-0.892857143,-0.162714286,3.72925,0.108516667,-0.4807,0.890733333,0.620166667,0.467666667,-0.203333333,755.5606,1,1,1,1
S01_A11_T03.csv,5/24/18 12:34,-171.6,0.0658,0.067257143,1.0331,0.296285714,-0.545285714,0.174285714,918.082,-0.8902,-0.096025,-0.5055,6.344666667,14.173,-33.14944444,61.7675,-0.097685714,0.006728571,1.090514286,-0.655,-0.96,-0.18,3.74875,0.10925,-0.482033333,0.890516667,0.2806,0.3416,-0.183,755.7118,0,1,1,0
S01_A11_T03.csv,5/24/18 12:34,-97.6,0.0698,0.0671,1.0358,0.296285714,-0.545285714,0.174285714,917.905,-0.9139,-0.1823,-0.5433,2.34,-40.37333333,16.68333333,61.7675,-0.098,0.008,1.0881,-0.85,-0.67,-0.3,3.768,0.1078,-0.4819,0.8898,0.2806,0.3416,-0.183,755.805,0,1,1,0
S01_A11_T03.csv,5/24/18 12:34,-97.6,0.0698,0.0671,1.0358,0,0,0,917.905,-0.9139,-0.1823,-0.5433,2.34,-40.37333333,16.68333333,0,-0.098,0.008,1.0881,-0.85,-0.67,-0.3,3.768,0.1078,-0.4819,0.8898,0,0,0,755.805,0,1,1,0
S01_A11_T03.csv,5/24/18 12:34,-238.6,0.07298,0.0656,1.03284,0.6588,-0.3158,0.4026,917.727,-0.9026,-0.07915,-0.476325,-7.160125,-10.347875,37.922875,58.101,-0.096233333,0.004888889,1.092644444,-0.5475,-1.08,-0.24,3.724666667,0.11625,-0.492775,0.888,-13.90233333,-4.369833333,-0.823166667,755.294,0,0,1,1
S01_A11_T03.csv,5/24/18 12:34,149.3333333,0.0405,0.072483333,1.0376,1.817,-0.5734,-0.1582,918.72675,-0.9335,-0.003325,-0.4582,-4.141125,0.094375,10.868625,58.101,-0.11865,-0.0365,1.0907,-7.825,3.8615,0.000833333,3.719,0.1516,-0.829083333,0.30195,-34.87666667,7.703166667,2.185,602.0795,1,1,1,0
S01_A11_T03.csv,5/24/18 12:34,-261,-0.11772,0.0962,1.02542,0.29975,-18.036375,-0.074375,899.733,-0.93144,0.0267,-0.44934,0.019714286,-5.495714286,7.724571429,58.584,-0.243642857,0.189457143,0.9989,3.73375,-17.6525,-10.2025,3.569833333,0.011671429,-0.795085714,0.156685714,124.420875,55.785,15.061125,505.4315,1,1,1,0
S01_A11_T03.csv,5/24/18 12:35,-145.5,0.5441,0.0899125,0.850875,-0.201,-45.3,12.38616667,931.0903333,-0.92015,0.08205,-0.434683333,-5.438,-6.38125,8.82925,57.71233333,-0.353866667,0.561311111,0.842888889,16.995,11.4332,-18.614,2.549,-0.934175,-0.232125,0.1057,-38.46685714,-12.06342857,-14.43385714,276.11775,0,1,1,0
S01_A11_T03.csv,5/24/18 12:35,-94.25,0.7667125,0.0305375,0.5709875,1.323833333,3.666666667,-10.5,726.5555,-0.9112,0.0954,-0.38308,-3.2675,-17.34775,-7.711875,55.647,-0.617575,0.6505125,0.52645,-29.56333333,-11.36,29.45333333,0.432,-1.032966667,-0.245366667,0.040416667,29.894625,19.520375,13.3155,473.5843333,0,1,1,0
S01_A11_T03.csv,5/24/18 12:35,158.375,0.819871429,0.050814286,0.577042857,-1.961666667,-3.127666667,4.551888889,726.5555,-0.88145,0.047725,-0.320325,11.621375,13.80875,-6.90825,55.647,0.538485714,-0.088085714,0.654085714,106.14,-44.472,43.742,1.539,-0.8072,0.110333333,-0.614933333,-99.904,-11.13257143,-62.35057143,436.2656,1,1,1,0
S01_A11_T03.csv,5/24/18 12:35,448.4,0.893944444,-0.034033333,0.125877778,36.55125,-19.466,-5.34025,726.5555,-1.00704,0.09206,-0.34708,82.60666667,29.97444444,59.59777778,48.019,0.861925,-0.26865,0.30535,12.0156,-16.253,19.437,3.653666667,-0.211916667,-0.743933333,-0.406833333,-35.73083333,-61.87,-68.18866667,332.7355,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,448.4,0.893944444,-0.034033333,0.125877778,36.55125,-19.466,-5.34025,0,-1.00704,0.09206,-0.34708,82.60666667,29.97444444,59.59777778,48.019,0.861925,-0.26865,0.30535,12.0156,-16.253,19.437,3.653666667,-0.211916667,-0.743933333,-0.406833333,-35.73083333,-61.87,-68.18866667,332.7355,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,136.3636364,0.937933333,-0.033333333,0.15905,70.25,2.221714286,20.75428571,164.674,-1.0919,2.290433333,-0.2046,124.924,53.55,-4.1472,44.205,0.76284,-0.60634,0.1963,17.74233333,-9.073333333,3.659,3.072,-0.40455,-0.7555,-0.490166667,8.061,-29.622,12.4876,309.473,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-70.72727273,0.9648,-0.023283333,-0.020183333,38.29,5.23,4.6946,282.026,-0.999525,-0.181475,-0.3473,25.7461,26.51,-80.122,44.205,0.72924,-0.6465,0.0901,-14.928,-1.957333333,2.723333333,3.926333333,0.26772,-0.53368,0.19658,99.961875,14.9465,-47.681375,492.88125,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,217.3,0.92886,0.01246,0.21172,10.2178,4.1838,1.3418,439.072,-0.84554,-0.05022,-0.43436,-44.33777778,60.21111111,94.82,152.03,0.72044,-0.65764,-0.0101,-4.7075,-0.45625,0.3985,3.6152,0.697225,-0.21175,0.632275,19.012,24.1706,-16.4754,886.7285,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,252.6666667,0.943277778,-0.017477778,0.225333333,0.826333333,1.6175,1.9715,531.085,-0.700075,-0.07315,-0.7926,-13.775,169.6975,-68.54125,152.03,0.7146,-0.6644,-0.00015,-0.240666667,-0.809,-0.099333333,3.5135,0.740325,-0.135425,0.696,-18.3536,38.4634,-22.8294,883.9125,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,67.36363636,0.937875,-0.0285625,0.2497875,-2.54275,2.02725,-1.0635,542.11325,-0.5061,-0.0998,-0.908875,13.4576,-33.1352,15.0245,152.03,0.712325,-0.66505,0.0106,7.141666667,-7.045,0.173666667,3.67325,0.69965,-0.219433333,0.613183333,44.41066667,-46.022,4.918888889,813.844,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-177.9,0.931528571,-0.017814286,0.271085714,7.760857143,1.847857143,2.414,549.1696667,-0.88264,-0.15548,-0.58804,61.83,-162.675,1.12375,64.174,0.70202,-0.67948,0.00904,4.593,-6.376666667,0.244666667,3.953666667,0.7746,0.4759875,0.4608125,30.5,22.768,0.7806,922.9896667,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,112.1,0.937142857,-0.0345,0.256614286,10.462375,-2.007,3.300375,551.246,-0.981675,-0.123325,-0.205225,-35.878,-22.6349,30.742,64.174,0.6924,-0.686233333,-0.0095,-1.154,-1.592,-0.1792,4.0678,0.76712,0.29414,0.61446,-29.47714286,-0.461714286,2.935428571,993.8354,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,255.75,0.933925,-0.0517625,0.256775,2.01975,0.322125,1.34925,551.246,-0.904975,-0.00905,-0.362025,-37.85,29.21875,13.472625,63.00675,0.6848125,-0.692475,-0.0260875,3.79575,-4.4925,-0.485,4.0315,0.780771429,0.117628571,0.654542857,18.445,1.737833333,4.979666667,1001.028,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-277.5555556,0.935575,-0.0645375,0.246975,3.720222222,-1.059888889,1.551555556,551.246,-0.94708,0.00566,-0.4362,-13.13285714,24.44714286,-0.570714286,59.505,0.68825,-0.688625,1.524275,0.5986,0.1236,-0.876,4.1678,0.74562,0.31518,0.57598,24.05914286,-3.432,-3.841428571,945.8424,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-67.1,0.936822222,-0.067322222,0.239244444,1.782777778,0.548888889,0.064444444,551.246,-0.940575,-0.035,-0.458375,66.16325,40.6975,-36.97625,59.505,0.69085,-0.689766667,0.0073,-0.159666667,-3.29,-0.139666667,4.2008,0.7152625,0.0116875,0.7269125,-2.317,3.607666667,-5.792833333,1042.106,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,162,0.937814286,-0.052428571,0.249642857,-1.7792,0.415,-1.0216,537.553,-0.888775,-0.244225,-0.525275,47.10711111,-52.89444444,30.84222222,60.08025,0.685283333,-0.6933,-0.00565,-4.7865,4.145,1.494,4.13,0.650766667,0.504333333,0.527133333,-9.439666667,28.1405,-16.0465,990.2695,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,44.77777778,0.93204,-0.04942,0.24306,0.197714286,-1.548,1.654857143,538.643,-0.959175,-0.0795,-0.1363,-63.82111111,-34.07144444,57.20777778,61.806,0.6921,-0.687033333,-0.005183333,-2.6058,2.0018,-0.9604,4.0502,0.520133333,-0.4832,0.3712,-111.1902857,-20.97557143,18.10985714,1156.53,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-44.1,0.941942857,-0.073328571,0.239114286,-3.258666667,4.268166667,-0.274166667,539.4955,-0.87396,0.23478,-0.4265,-154.9622222,-44.73333333,43.57333333,61.806,0.70274,-0.6747,-0.02108,-3.166,0.855,-0.1932,3.9135,0.4321,-0.92046,-0.03026,9.7255,4.654333333,5.731666667,533.959,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,194,0.936166667,-0.05555,0.237966667,-2.3275,-2.0285,-0.436333333,526.9656667,-0.859025,0.4139,-0.337425,77.39111111,99.47222222,-45.102,61.806,0.71042,-0.5885,0.14048,-13.2006,36.1878,-12.742,3.7542,0.263933333,-0.917933333,-0.071883333,-23.57716667,37.44916667,37.1545,504.241,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,310.375,0.945466667,-0.057966667,0.195833333,-5.973333333,-1.623333333,-0.543333333,518.517,-0.8044,0.49525,-0.11995,-172.2533333,281.5,56.56666667,76.874,0.825175,-0.422975,0.419875,30.0575,-9.3375,7.42325,3.721,-0.263,-0.93955,-0.1595,-5.813,-30.244,28.557,504.241,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-185.7,0.9642,-0.033,0.089628571,-26.04857143,-10.88414286,-1.878,497.462,-0.87135,0.397875,-0.486675,-96.56777778,-128.9933333,-69.09777778,76.874,0.8079,-0.464633333,0.384083333,-7.928333333,-12.69333333,5.061,3.6734,-0.408071429,-0.807414286,0.311314286,23.734875,-22.38575,-29.78575,473.2465,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-633,0.9311125,-0.111925,-0.2012375,12.903,-12.34666667,3.880833333,313.2415,-0.97542,0.31682,-0.22024,17.126,15.4165,-26.19825,76.874,0.805814286,-0.5275,0.243257143,1.3682,-3.5872,-0.1932,3.718,0.66168,-0.58656,0.15836,-10.84485714,4.216,-50.46914286,626.799,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-132.6,0.915522222,-0.103588889,-0.224588889,2.844125,9.662125,-6.988,313.2415,-0.93866,0.30222,-0.26454,1.700888889,9.016,5.047333333,67.46533333,0.8116,-0.515016667,0.247533333,0.97575,-2.0075,0.10675,4.1782,0.692616667,-0.757816667,0.059466667,14.70533333,-2.805,9.359666667,593.738,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,58.375,0.949028571,-0.027614286,-0.086742857,7.154333333,3.385166667,-0.851666667,313.2415,-0.94692,0.3193,-0.2612,-0.758875,-2.595,8.245875,48.648,0.81092,-0.523,0.23864,-1.419333333,-1.886833333,0.447333333,4.197,0.503566667,-0.866066667,-0.0321,-2.1708,-8.134,21.2198,538.6236667,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,244.1,0.953344444,-0.029866667,-0.087011111,2.757555556,-0.546777778,0.440888889,313.2415,-0.9406,0.353466667,-0.219133333,0.724625,-5.5275,0.23125,54.4215,0.80634,-0.52974,0.22074,-10.01833333,0.845,0.428,4.1535,-0.184925,-0.960975,-0.122575,25.1586,17.9634,41.5608,477.102,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,277.3,0.951942857,-0.033942857,-0.088442857,0.9765,0.252375,0.4965,338.638,-0.95436,0.34496,-0.1882,4.918777778,-3.497777778,-3.762222222,56.346,0.787333333,-0.573,0.182416667,1.898571429,-1.224,-0.405857143,3.71175,-0.4823,-0.925816667,-0.225116667,-40.04425,-20.01525,-11.29475,555.4673333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,95.25,0.939966667,-0.057716667,-0.1513,-0.134714286,-3.236428571,2.465142857,317.94625,-0.95172,0.33112,-0.17482,-0.817,-5.531111111,-1.322222222,59.092,0.825625,-0.50455,0.180975,3.496166667,-2.496666667,-1.613333333,2.844,-0.483266667,-0.955066667,0.0692,-11.7265,-0.8535,11.58533333,474.5563333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,377.2,0.941433333,-0.064566667,-0.133733333,6.9495,1.7505,-3.103333333,272.00625,-0.956633333,0.3272,-0.147366667,-5.312,-7.618,-0.7302,64.584,0.8204,-0.5189,0.183528571,0.112,-1.97,0.2574,2.962,-0.4306,-0.757066667,0.091166667,21.505,-8.678833333,-18.4655,530.249,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-39,0.9515,-0.003516667,-0.11555,2.8658,0.5744,-0.644,230.324,-0.967175,0.319175,-0.12475,-3.593,-6.721,-1.976,64.584,0.81368,-0.52864,0.18064,-0.592,-0.54425,0.47275,3.2928,-0.550075,-0.496825,0.5615,59.9148,7.3414,-50.3778,622.1743333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-38.1,0.948942857,-0.008371429,-0.116257143,1.907571429,0.932857143,0.165714286,226.8826667,-0.971575,0.309075,-0.109975,-1.442625,-1.97925,-2.22125,59.943,0.8052,-0.54235,0.161033333,-5.95,0.225,1.605666667,3.8808,-0.403375,-0.8237,0.485375,19.181,-11.75957143,-10.73142857,622.1743333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-38.1,0.948942857,-0.008371429,-0.116257143,1.907571429,0.932857143,0.165714286,226.8826667,-0.971575,0.309075,-0.109975,-1.442625,-1.97925,-2.22125,59.943,0.8052,-0.54235,0.161033333,-5.95,0.225,1.605666667,3.8808,-0.403375,-0.8237,0.485375,19.181,-11.75957143,-10.73142857,0,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,82.5,0.956157143,0.003342857,-0.057171429,-0.005125,4.779,-0.6675,233.9066667,-0.97304,0.30036,-0.10312,-1.941444444,0.294,-1.234444444,55.302,0.7931,-0.563275,0.145525,0.651833333,-2.293333333,-0.0585,3.936,-0.454325,-0.702075,0.59455,68.5974,20.1952,19.134,733.763,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-113.7272727,0.95732,0.01538,0.00376,1.7934,1.0856,0.1344,239.937,-0.974725,0.295725,-0.10895,-3.271428571,1.968714286,-0.120714286,55.302,0.801975,-0.555575,0.144,1.139333333,-1.458833333,-0.200333333,3.94,-0.538075,-0.275225,0.593325,-67.7805,14.161375,-9.900875,733.763,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-113.7272727,0.95732,0.01538,0.00376,1.7934,1.0856,0.1344,239.937,-0.974725,0.295725,-0.10895,-3.271428571,1.968714286,-0.120714286,55.302,0.801975,-0.555575,0.144,1.139333333,-1.458833333,-0.200333333,3.94,-0.538075,-0.275225,0.593325,-67.7805,14.161375,-9.900875,0,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,64.5,0.961142857,0.017157143,-0.001157143,1.48075,-0.33875,0.495625,239.937,-0.970075,0.305775,-0.1104,0.218222222,1.544555556,2.642333333,53.784,0.8037,-0.546285714,0.167657143,-4.391833333,3.9335,-1.723333333,3.75,-0.400875,-0.68965,0.516125,46.45316667,1.971833333,-2.855833333,540.5473333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,187.5555556,0.9610375,0.0137625,0.0027875,2.3292,0.4514,0.2928,239.937,-0.970725,0.312925,-0.115525,3.299444444,0.515444444,0.482444444,52.266,0.80922,-0.51384,0.25126,-0.5365,6.005166667,-1.0825,3.788,0.22678,0.5795,-0.25042,-476.92275,-154.76975,215.495875,540.5473333,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,187.5555556,0.9610375,0.0137625,0.0027875,2.3292,0.4514,0.2928,239.937,-0.970725,0.312925,-0.115525,3.299444444,0.515444444,0.482444444,52.266,0.80922,-0.51384,0.25126,-0.5365,6.005166667,-1.0825,3.788,0.22678,0.5795,-0.25042,-476.92275,-154.76975,215.495875,0,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,220.5,0.960833333,0.0267,-0.0101,-10.00111111,-2.232222222,0.928333333,239.937,-0.9683,0.30964,-0.11386,2.486444444,0.211333333,-0.302555556,52.266,0.7846,-0.557342857,0.311171429,2.6485,-21.16633333,7.722666667,3.659333333,-0.07312,-0.0708,1.03732,-12.93528571,167.9007143,19.59914286,73.957,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,140.1,0.948771429,-0.028414286,-0.1052,-5.530571429,-7.095714286,6.916285714,230.542,-0.97042,0.30684,-0.11984,1.427,0.5752,-0.8803,52.458,0.72812,-0.59766,0.226,-30.5645,36.41125,9.3575,2.4276,0.031366667,-0.00265,1.018716667,0.514,0.035,-0.148142857,837.583,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,-36.9,0.93765,-0.0169,0.086,21.025,20.331,-4.450333333,190.07825,-0.972333333,0.302166667,-0.116733333,-0.345,0.279142857,-0.441428571,52.842,0.718466667,-0.6454,0.111566667,4.67975,12.25125,-4.08475,2.808,0.0309,-0.00262,1.01792,0.61,0.4575,-0.172833333,850.063,1,1,1,1
S01_A11_T03.csv,5/24/18 12:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
S02_A01_T01.csv,5/24/18 12:39,1956.8,0.864866667,0.3068,0.3024,8.92,-1.482333333,-1.399666667,27.504,-0.6046,0.1991,-0.83875,-6.336666667,-1.56,-12.53333333,145.981,0.7902,0.21485,0.58785,0.5485,-4.965,0.2455,1.099,0.4332,0.82235,0.6206,-3.293,-9.878,-13.963,1032.262,1,1,1,0
S02_A01_T01.csv,5/24/18 12:39,1779.625,0.855475,0.338375,0.3692125,10.07444444,13.97577778,3.795,27.504,-0.612075,0.1921,-0.850475,-6.976666667,-0.422833333,-14.86666667,145.981,0.858528571,0.192971429,0.4894,7.23,-0.151833333,2.328333333,1.1165,0.5291375,-0.1654625,0.84215,15.95633333,3.13,17.23583333,1007.385,1,1,1,0
S02_A01_T01.csv,5/24/18 12:39,1779.625,0.855475,0.338375,0.3692125,10.07444444,13.97577778,3.795,0,-0.612075,0.1921,-0.850475,-6.976666667,-0.422833333,-14.86666667,145.981,0.858528571,0.192971429,0.4894,7.23,-0.151833333,2.328333333,1.1165,0.5291375,-0.1654625,0.84215,15.95633333,3.13,17.23583333,1007.385,1,1,1,0
S02_A01_T01.csv,5/24/18 12:39,1081,0.849883333,0.278383333,0.434666667,-0.7888,-6.08,-1.838,20.778,-0.6138,0.16472,-0.8417,4.85525,0.564625,-2.06875,151.12675,0.811733333,0.217216667,0.5512,-4.582,-2.7422,4.0732,1.27825,0.47715,0.16085,0.8774,-3.180833333,1.2095,-21.179,1090.328,1,1,1,1
S02_A01_T01.csv,5/24/18 12:39,-127.4444444,0.865428571,0.302042857,0.380271429,-2.488,-1.525714286,-0.685571429,22.928,-0.63314,0.14932,-0.84026,0.58175,-5.080125,4.032125,152.842,0.8435,0.18115,0.54155,-2.31,-0.09,-4.565,1.223,0.47076,0.11096,0.87362,-10.67055556,5.257444444,-8.760111111,1037.967667,1,0,1,0
S02_A01_T01.csv,5/24/18 12:39,-381.6363636,0.861485714,0.290871429,0.402485714,-2.1796,1.806,0.6956,32.064,-0.64256,0.14622,-0.81392,0.151,-3.419555556,1.729,152.6706667,0.827566667,0.198633333,0.5384,-2.596666667,-2.15,-2.82,1.208,0.347866667,1.349886,0.829283333,2.839714286,-11.41114286,-9.860571429,1002.24425,1,1,1,0
S02_A01_T01.csv,5/24/18 12:39,1166.111111,0.684971429,0.267714286,0.631971429,-24.63857143,25.05914286,6.602142857,24.27875,-0.64525,0.15675,-0.81335,-3.626666667,-0.357222222,-0.607333333,152.585,0.809857143,0.242942857,0.509385714,-0.146571429,-2.788571429,-3.942857143,1.167,-0.71168,-0.02488,0.40846,-47.7425,158.8925,184.9593333,805.8775,0,0,1,0
S02_A01_T01.csv,5/24/18 12:39,1287,0.2049,0.16388,0.9204,15.083,-5.0875,-2.83625,0.306,-0.648625,0.16415,-0.809975,-4.994444444,-0.871111111,-1.243666667,152.585,0.822575,0.245525,0.537375,5.798,22.6316,0.7562,0.84825,0.42874,0.54766,0.28306,-57.05166667,-136.1453333,-181.6635,703.1206667,0,0,1,0
S02_A01_T01.csv,5/24/18 12:39,1009.1,0.85824,0.16284,0.42988,14.349,-11.29275,4.25475,18.6985,-0.646175,0.180075,-0.814825,-2.097,1.180333333,-1.391111111,152.36975,0.771271429,0.136714286,0.675314286,5.8044,-3.9694,12.325,1.5105,0.580266667,0.549816667,0.580233333,-13.77033333,23.61783333,15.386,986.783,1,1,1,1
S02_A01_T01.csv,5/24/18 12:39,120.5454545,0.93094,0.20522,0.2148,11.218,-6.308333333,7.692166667,28.9925,-0.65065,0.174975,-0.810725,2.604571429,-0.058142857,0.418571429,152.298,0.75942,0.03236,0.7052,2.1965,-0.505833333,2.205166667,1.629,0.5681,0.5883,0.6416,-28.4756,-3.5732,13.6828,1074.309667,1,1,1,1
S02_A01_T01.csv,5/24/18 12:39,71.3,0.94866,0.1217,0.16874,5.88425,2.49975,2.40875,28.9925,-0.649825,0.1662,-0.81115,3.247125,0.786125,1.3565,152.298,0.762725,0.065275,0.696275,-0.30125,-1.81125,-5.74,1.647,0.548125,-0.1349,0.8584,-28.4755,14.093,-8.39925,911.863,1,1,1,0
S02_A01_T02.csv,5/24/18 12:39,969.3636364,-0.063133333,0.242316667,1.01305,-1.145,-0.6076,0.2084,1.01,-0.6658,0.17824,-0.79718,-0.241625,-0.424375,0.45775,150.778,0.169975,0.5504,-0.725975,-5.385333333,-2.545333333,-1.583666667,0.029,0.857475,-0.53165,-0.20705,-0.914666667,6.382,3.231666667,370.74075,1,1,1,0
S02_A01_T02.csv,5/24/18 12:39,671.3,-0.0731,0.195125,1.016325,-1.473,-0.23,0.1958,1.01,-0.66796,0.18062,-0.79588,1.419857143,-0.502142857,1.315428571,150.885,0.13528,0.59014,-0.70678,-9.956666667,-1.511666667,-1.856833333,0.029,0.88355,-0.52205,-0.2013,2.33225,-0.350625,-4.855125,371.879,1,1,1,1
S02_A01_T02.csv,5/24/18 12:39,486.2222222,-0.0087,0.20445,1.09415,-1.044833333,-6.517,1.026333333,1.01,-0.669425,0.17755,-0.790725,0.211555556,-0.523666667,1.640222222,147.468,0.16185,0.73715,-0.5447,-25.06666667,15.62866667,-9.879666667,0.029,0.866275,-0.583375,-0.10875,57.14925,0.22875,12.65225,342.993,1,1,1,1
S02_A01_T02.csv,5/24/18 12:39,486.2222222,-0.0087,0.20445,1.09415,-1.044833333,-6.517,1.026333333,0,-0.669425,0.17755,-0.790725,0.211555556,-0.523666667,1.640222222,147.468,0.16185,0.73715,-0.5447,-25.06666667,15.62866667,-9.879666667,0,0.866275,-0.583375,-0.10875,57.14925,0.22875,12.65225,342.993,1,1,1,1
S02_A01_T02.csv,5/24/18 12:40,379.1666667,0.1575875,0.5544,0.8775625,10.6275,17.1075,-22.825,2.290666667,-0.66832,0.1827,-0.79266,0.0443,0.0449,0.9218,147.468,0.2772,0.9549,-0.4066,6.738,19.39,45.205,0.094,-0.627483333,-0.378766667,0.378766667,42.37828571,36.13285714,30.88857143,630.75,0,0,1,1
S02_A01_T02.csv,5/24/18 12:40,305,0.288042857,0.404942857,0.854028571,20.10833333,-75.3845,22.15666667,6.32975,-0.67124,0.18262,-0.79146,1.1435,-0.49325,1.36425,147.332,0.4964,0.726083333,-0.403,32.25,-16.21666667,2.684,0.0915,-0.993185714,-0.072528571,0.473042857,-129.7956667,36.931,15.264,571.092,0,0,1,1
S02_A01_T02.csv,5/24/18 12:40,239,0.936066667,0.12475,0.093566667,-2.722,-20.94,27.0978,1.58025,-0.6728,0.182825,-0.7899,2.0364,0.666,0.4639,146.924,0.79195,0.510483333,-0.006933333,-24.57,24.5375,9.21,0.159333333,-1.23956,-0.1666,0.28608,53.01833333,-52.0415,-76.56366667,410.9316667,1,1,1,1
S02_A01_T02.csv,5/24/18 12:40,185.8,0.9413,-0.002016667,0.23805,4.849,-8.440166667,7.244166667,21.083,-0.6702,0.17862,-0.7908,1.829666667,1.700777778,-0.106777778,146.924,0.8905,0.1727,0.3996,9.68,7.563333333,26.82666667,0.1306,-0.220371429,-0.466085714,0.734028571,-9.346714286,-3.841571429,13.04,906.542,1,1,1,1
S02_A01_T02.csv,5/24/18 12:40,143.9,0.9183875,0.188425,0.342025,-8.465875,6.272875,-3.785,21.083,-0.66766,0.1786,-0.79472,0.219222222,0.402666667,0.231555556,146.731,0.72034,0.1033,0.7481,-19.3255,-11.005,-11.555,0.0945,-0.66074,-0.17776,0.56576,-16.17733333,35.945,54.86783333,869.1073333,1,1,1,1
S02_A01_T02.csv,5/24/18 12:40,118.1428571,0.871,0.0804625,0.3351625,-0.35425,-6.492,1.669625,21.083,-0.664166667,0.180433333,-0.795766667,0.114571429,0.002,2.726571429,146.538,0.807433333,0.219233333,0.590133333,-10.62,-2.1792,-14.4682,0.072833333,-0.967885714,-0.203657143,0.2851,-20.19825,19.54275,20.99075,614.353,1,1,1,1
S02_A01_T02.csv,5/24/18 12:40,99.7,0.9165125,0.1619,0.30575,3.224111111,4.844444444,-4.826222222,21.083,-0.67434,0.185,-0.7865,-2.937777778,-6.08,3.272333333,146.538,0.742566667,0.113933333,0.5832,1.41875,-0.256,-3.8505,0.189,-0.931957143,-0.118528571,0.247571429,6.392333333,1.7275,8.3435,678.564,1,1,1,1
